xml_id	midi_id	track	channel	pitch	onset
n12-1	n2	0	0	31	3.0918832791666664
n48-1	n34	0	0	31	5.740390068749998
n60-1	n45	0	0	31	6.608980637499999
n279-1	n250	0	0	31	22.517115408333332
n380-1	n348	0	0	31	31.393192216666705
n414-1	n367	0	0	31	35.66883730416676
n414-2	n522	0	0	31	60.363305208333664
n848-1	n814	0	0	31	121.88900468333537
n1107-1	n933	0	0	31	144.9744967
n1143-1	n965	0	0	31	147.6336872604167
n1155-1	n976	0	0	31	148.52364537083344
n1374-1	n1182	0	0	31	164.80037023541615
n1480-1	n1284	0	0	31	173.87623355833182
n1514-1	n1318	0	0	31	176.1967485833318
n1687-1	n1489	0	0	31	184.1070125083318
n1700-1	n1502	0	0	31	184.7790216937484
n1713-1	n1516	0	0	31	185.54397968541502
n1736-1	n1537	0	0	31	186.86022025208152
n1756-1	n1559	0	0	31	188.21064888541483
n1823-1	n1608	0	0	31	192.92112344583143
n236-1	n218	0	0	32	19.648522939583334
n403-1	n363	0	0	32	35.11221284375009
n403-2	n517	0	0	32	59.75433027083367
n837-1	n809	0	0	32	121.24370492500205
n1331-1	n1150	0	0	32	161.88904268333292
n223-1	n206	0	0	33	18.79809478125
n249-1	n231	0	0	33	20.519250262499998
n1076-1	n912	0	0	33	137.5332503145846
n1318-1	n1138	0	0	33	161.00976834374956
n1344-1	n1162	0	0	33	162.7992999583329
n25-1	n18	0	0	34	4.639961672916665
n73-1	n60	0	0	34	8.161332539583332
n210-1	n190	0	0	34	17.751085239583325
n292-1	n266	0	0	34	24.05023652291666
n391-1	n353	0	0	34	33.3280231145834
n492-1	n423	0	0	34	44.353674614583475
n589-1	n505	0	0	34	57.45197765625032
n492-2	n576	0	0	34	70.00968189375055
n825-1	n798	0	0	34	118.8441299958353
n1018-1	n869	0	0	34	130.5076026145852
n1064-1	n907	0	0	34	136.59307848125158
n1120-1	n949	0	0	34	146.49586566666667
n1168-1	n991	0	0	34	150.11018533958355
n1305-1	n1121	0	0	34	159.96916906458293
n1387-1	n1199	0	0	34	166.30891867708283
n36-1	n22	0	0	36	4.862184106249998
n84-1	n64	0	0	36	8.401717383333335
n111-1	n94	0	0	36	10.618599831249998
n303-1	n270	0	0	36	24.31198890833333
n436-1	n387	0	0	36	38.86221640625009
n436-2	n541	0	0	36	63.89215471458368
n804-1	n782	0	0	36	113.43386844583509
n870-1	n833	0	0	36	125.20417877291874
n1131-1	n953	0	0	36	146.74159239583332
n1179-1	n995	0	0	36	150.3484334291669
n1206-1	n1025	0	0	36	152.6262133708335
n1398-1	n1203	0	0	36	166.56639755416614
n1526-1	n1327	0	0	36	176.76405681458178
n1815-1	n1605	0	0	36	192.77155065416474
n1853-1	n1636	0	0	36	195.2459119791646
n341-1	n307	0	0	37	27.02780345416666
n343-1	n317	0	0	37	27.698744262499993
n362-1	n328	0	0	37	29.09297635625
n364-1	n336	0	0	37	29.754301770833337
n1436-1	n1239	0	0	37	169.30998990416575
n1438-1	n1249	0	0	37	169.99375123749905
n1457-1	n1260	0	0	37	171.44567569374874
n1459-1	n1269	0	0	37	172.100590845832
n38-1	n27	0	0	38	5.302355464583331
n50-1	n42	0	0	38	6.372869302083333
n86-1	n70	0	0	38	8.831204970833335
n99-1	n86	0	0	38	9.947659022916664
n119-1	n100	0	0	38	11.090822502083332
n233-1	n210	0	0	38	19.052368527083335
n246-1	n222	0	0	38	19.919890718749997
n259-1	n233	0	0	38	20.7692505
n269-1	n247	0	0	38	22.2756621875
n305-1	n276	0	0	38	24.73827136458333
n318-1	n292	0	0	38	25.84297326874999
n331-1	n302	0	0	38	26.553444029166652
n350-1	n321	0	0	38	27.96797528749999
n352-1	n325	0	0	38	28.50750571458333
n372-1	n341	0	0	38	30.08122515833334
n374-1	n347	0	0	38	30.64212312708335
n1083-1	n917	0	0	38	138.4403024583344
n1092-1	n925	0	0	38	141.0375271479173
n1095-1	n930	0	0	38	144.69885541250002
n1133-1	n960	0	0	38	147.18069537708334
n1145-1	n972	0	0	38	148.2704400020834
n1181-1	n1000	0	0	38	150.7971518041669
n1194-1	n1017	0	0	38	151.91787936458354
n1214-1	n1031	0	0	38	153.0834787625002
n1328-1	n1141	0	0	38	161.28327287708294
n1341-1	n1153	0	0	38	162.20741905416622
n1354-1	n1164	0	0	38	163.0503685729162
n1364-1	n1178	0	0	38	164.56105376874953
n1400-1	n1209	0	0	38	167.0097740437494
n1413-1	n1223	0	0	38	168.1198178333326
n1426-1	n1234	0	0	38	168.80998942916588
n1445-1	n1253	0	0	38	170.2928968208323
n1447-1	n1257	0	0	38	170.82388023124884
n1468-1	n1274	0	0	38	172.38264239583188
n1470-1	n1279	0	0	38	172.95849764374847
